2020-12-01,"Fotografia została ""odkryta"" dopiero w pierwszej połowie XIXw. Na początku nie uznawano jej za dziedzinę sztuki i była domeną ludzi nauki: chemików, fizyków i konstruktorów. O ile inne dziedziny sztuki (malarstwo, rzeźba) to przestrzeń zmagań człowieka z materią, fotografia zawsze była przestrzenią zmagań z techniką."
2020-12-02,"Fotografia: Za pierwszą systematyczną pracę na temat fotografii uważa się monografię szkockiej chemiczki, Elizabeth Fulhame. Intrygowała ją uroda procesów chemicznych zachodzących pod wpływem światła. W swoich eksperymentach pokrywałą tkaniny solami złota. Niestety, żadna praca nie przetrwała do dziś. Oryginalny tytuł monografii: ""An Essay on Combustion, with a View to a Art Of Dying and Painting"".  W tym samym czasie Swoje prace prowadzili Carl Wilhem Scheele, którego prace z 1777r były przełomowe dla powstania fotografii, oraz Thomas Wedgwood. Tak oto nauka utorowała drogę sztuce."
2020-12-03,"Fotografia: Za odkrywców fotografii uważani są Niepce, Daguerre i Talbot. Każdy z nich opracował własną technikę fotograficzną. Niepce wykonał pierwsze znane zdjęcie w 1826r, Talbot wykonał pierwszy znany negatyw w 1835r, a Daguerre w 1937r. z powodzeniem naświetlił, wywołał i utrwalił dagerotyp. Ich odkrycia zaowocowały kilkoma konkurencyjnymi technikami i technologicznym wyścigiem. Także patentowym. Szczęśliwie prawa patentowe do fotografii wykupił i podarował światu rząd Francji. Data patentu Niepce, 19-08-1839r. uznaje się za symboliczne narodziny fotografii jaką znamy."
2020-12-04,"Fotografia: Pierwsza książka ilustrowana fotografiami powstała w technice cyjanotypii. Autorem procesu był sir John Herschel, który opracował technikę dla Anny Atkins. Ta bardzo utalentowana plastycznie kobieta była jedną z pierwszych, które uzyskały członkostwo w Botanical Society of London. Atkins, któa do tej pory malowała realistyczne akwarele (ilustracje prac naukowych ojca), posłużyła się fotogramami wysuszonych alg. Jej prace, zebrane ostatecznie pod tytułem ""Brytyjskie algi: impresje w cyjanotypii (1843-1853)"" to tysiące niezwykle dokładnych fotogramów. Ukazywały się one regularnie, początkowo wydawane w niewielkich zeszytach. Talbot zaczął podobne prace we własnej technice rok później - niestety ze znacznie gorszymi rezultatami. Rok, w którym Atkins skończyła swoje prace był też rokiem założenia Photographic Society of London."
2020-12-05,"Fotografia: Osiągnięcia fotografii na polu naukowym, szeroko propagowane przez jej twórców, bardzo utrudniały jej wejście w świat sztuki, który dosłownie wrzał. Obóz naukowy głosił wyższość fotografii nad malarstwem, ogłaszał śmierć sztalugi i nakazywał Absolutne odcięcie się od niedoskonałej, prymitywnej w swej istocie tradycji malarskiej. W tym samym czasie obóz artystyczny, ustami Charlesa Baudelaire'a mówił o dagerotypii tak: ""Od tej chwili plugawe społeczeństwo rzuciło się jak Narcyz, by podziwiać swój trywialny wizerunek na metalu. (...) Jakiś pisarz demokratyczny powinien dostrzec w tym tanią metodę rozpowszechniania wśród ludu pogardy dla historii i malarstwa."" Oczywiście w sporze znaleźli się i centryści, którzy starali się upodobnić fotografię do malarstwa. Tak powstał piktorializm. "
2020-12-06,"Fotografia: Fotografię jako sztukę wypromował Alfred Stieglitz - nowojorczyk niemieckiego pochodzenia, który założył klub/ruch Foto-Secesja oraz pismo ""Camera Work"". Pierwotnie promował ideę piktorializmu, od której ostatecznie odszedł, stając się promotorem fotografii awangardowej. Pierwsza wystawa fotograficzna klubu miała miejsce w 1905r, natomiast pismo ukazywało się w latach 1903-1917. "
2020-12-07,"Fotografia: W języku fotograficznym pozostało wiele elementów nawiązujących do broni. Ma to jednak nie tylko związek z dziedzictwem języka technicznego, ale także z pierwszymi konstrukcjami aparatów. Wraz z rozwojem fotografii starano się uczynić je lżejszymi, poręczniejszymi i szybszymi. Powstawały więc konstrukcje typu strzelb i rewolwerów fotograficznych. "
2020-12-08,"Fotografia: Dziedzictwo techniczne przeniosło się na agresywność języka fotografii, który traktował czynności fotografa i modeli w kategoriach myśliwego i zwierzyny, zwracała uwagę Susan Sontag. Zwróciła ona uwagę także na język reklamy i zapisów na temat fotografii, które sprowadzały fotografię do POSIADANIA tego co sfotografowane. Celujemy naładowaną kamerą w obiekt, który obserwujemy przez celownik lunetkowy, a potem wciskamy spust i strzelamy zdjęcie i cel jest nasz. Kolejnym aspektem jest podtekst seksualny obecny już na poziomie językowym, choć to można zrzucić na karb fallicznych skojarzeń związanych z bronią."
2020-12-09,"Fotografia: Ponieważ fotografia jest zapisem fizycznym, nie ma ona znaczenia. Znaczenie nadaje widz, a sama fotografia jest obiektywna i przejrzysta. Taki tok rozumowania przyświecał fotografom obozu naukowego i doprowadził do powstania kilku przedsięwzięć fotograficznych na OGROMNĄ skalę. Dosłownie: usiłowano sfotografować ludzkość. Niestety, fotografie mają też autorów, a oni nie są bezstronni. Z tym problemem usiłuje sobie poradzić socjologia, wykorzystująca fotografię jako cenne źródło materiału do badań. Tutaj jednak przedmiotem badań nie jest tylko fotografia, ale także oko społeczeństwa - fotograf."
2020-12-10,"Fotografia: W Polsce największym przeprowadzonym projektem fotograficznym pozostaje Zapis Socjologiczny Zofii Rydet. To tysiące negatywów i setki tysięcy zdjęć. Proste kadry, bez szczególnego pozowania, przedstawiające wnętrza domów (głównie wiejskich) z ich mieszkańcami. Lata pracy artystki, które ilustrują życie codzienne i jego przemiany. Projekt rozpoczęła mając 67 lat, używała lampy wycelowanej na wprost i niezmierzonych pokładów charyzmy. "
2020-12-11,"Fotografia: Kobiety, często niedoceniane, wniosły ogromny wkład do fotografii. Pracowały wraz z mężami odwalając kawał ciężkiej roboty laboratoryjnej. Jednocześnie były aktywne zawodowo, co oznacza ponad 7000 fotografek w roku 1900 kobiet w samych USA i Wielkiej Brytanii! Studia fotograficzne oferowały usługi kobiece, aby kobiety-klientki mogły czuć się swobodniej przed obiektywem."
2020-12-12,"Fotografia: Innym przykładem rozwoju sztuki fotograficznej są portrety, które wykonywała Julia Margaret Cameron. Jej kreatywność, zamiłowanie do idealistycznego portretu, ciepła tonacja i kontrowersje związane z jej osobą przysparzały artystce tyle samo fanów co wrogów. Prosiła sławy o zgodę na sportretowanie, a gdy doszło do sesji prosiła o sygnowanie zdjęć, co podnosiło ich wartość. Cameron była Leibovitz XIX wieku. "
2020-12-13,"Fotografia: Krokiem milowym fotografii było odejście od płyty fotograficznej i przejście na film. Dokonał tego George Eastman, który zaprojektował film oparty na celuloidzie. Cienka błona była nawijana na szpulkę i przeznaczona do zaprojektowanego w 1888 r. aparatu Kodak. Zarówno film jak i aparat były prawdziwą Rewolucją. Aparat był na tyle mały, że pozwalał robić zdjęcia z ręki, bez użycia statywu. Był prosty w obsłudze i wyposażony fabrycznie w dość filmy dla wykonania stu zdjęć. Był też relatywnie tani i pozwolił na demokratyzację fotografii."
2020-12-14,"Fotografia: Kodak dokonał rewolucji nie tylko ze względu na wielkość. Rozwiązywał on problemy użytkowników, którzy nie kupowali samego aparatu, lecz usługę w modelu Service as a Product: zamówiony telefonicznie aparat dostarczał kurier, a po wykonaniu wszystkich dostępnych zdjęć odbierał on aparat i wracał z odbitkami. ""Tylko naciśnij przycisk - my zrobimy resztę"" głosiła reklama."
2020-12-15,"Fotografia: Hasło reklamowe Kodaka bardzo wziął sobie do serca twórca Polaroida. Edwin Land, człowiek, który zrewolucjonizował fotografię szereg (sic!) razy, wizjoner i geniusz, dał światu kolorową fotografię natychmiastową. Jego najbardziej znanym, ikonicznym wręcz produktem jest Polaroid SX-70. Aparat był płaski po złożeniu, pozwalał na wykonanie 10 kolorowych zdjęć. Były nasycone, kontrastowe, tanie, a obraz pokazywał się po około minucie. Aparaty produkowane przez Polaroida były proste - do ich obsługi wystarczył jeden przycisk. Warto wspomnieć, że to do niego był porównywany Steve Jobs. Obaj mieli zresztą okazję spotkać się, co było dla młodego Jobsa ogromnym przeżyciem. Spotkanie określił ""jak wizytę w sanktuarium""."
2020-12-16,"Fotografia: Firmy Kodak i Polaroid rywalizowały ze sobą na wielu polach. Niezwykłe było wizjonerstwo i innowacje techniczne. Eastman wymyślił słowo ""kodak"" tak, żeby było łatwe do wymówienia i niemożliwe do pomylenia z czymkolwiek innym. ""Kodak"" miał być niepowtarzalny i tak tłumaczył to we wniosku patentowym. Polaroid natomiast stworzył niepowtarzalną identyfikację wizualną. Do dziś inspiruje ona grafików i stanowiła, wraz z kształtem zdjęć, inspirację dla powstania Instagrama. Obie firmy zdemokratyzowały fotografię i jako marki przesłzły do popkultury."
2020-12-17,"Fotografia: Rywalizacja Kodaka i Polaroida przypominała wojnę. Land spodziewał się, że potęga Kodaka przygotuje odpowiedź na ich filmy natychmiastowe. Tak się oczywiście stało, na co Polaroid zareagował pozwem. Kodak sprawę przegrał, a aparaty zniknęły z rynku. W Japonii istniała jednak firma Fujifilm, która produkowała również produkowała filmy natychmiastowe, bardzo zbliżone do Kodaka. Doszło do porozumienia z Polaroidem, dzięki czemu w Kraju Kwitnącej Wiśni ustał się ten dziwny wynalazek. Gdy niektóre patenty wygasły, a sam Polaroid stracił swoją potęgę i zbankrutował, przed Fujifilm otworzyły się nowe perspektywy. Tak nastała era Instaxów jakie znamy dzisiaj."
2020-12-18,"Fotografia: Historia fotografii to historia fotografów i ich metod na uchwycenie rzeczywistości. Jedną z nich jest ""decydujący moment"" - koncepcja fotograficzna ukuta przez Henriego Cartier-Bressona. Zakłada, że dobra fotografia ukazuje kwintesencję chwili. Fotograf powinien intuicyjnie widzieć kadry w otaczającej go rzeczywistości, być czujnym i szybkim. Cartier Bresson uważany jest więc za ojca fotografii ulicznej. Usprawiedliwia to też jego zamiłowanie do fotografii ludzi zanurzonych w tkance miejskiej. Koncepcja ta odmieniła reportaż fotograficzny, jednak nie jest pozbawiona wad. Sam Cartier-Bresson zasłynął między innymi z opinii, że świadoma fotografia zaczyna się po 10000 zdjęć... Kryje się jednak za tym upór i konsekwencja pracy, jaką wkładał artysta w ćwiczenie swoich umiejętności kompozycyjnych. Przyczynił się znacznie do promocji aparatów Leica."
2020-12-19,"Fotografia: Wśród fotoreporterów znana jest maksyma Roberta Capy: ""Jeśli twoje zdjęcia nie są wystarczająco dobre, nie jesteś wystarczająco blisko"". Nie zdziwi więc fakt, że najbardziej znane zdjęcia Capy pochodzą z D-Day (fotograf lądował na plaży Normandii) czy wojny domowej w Hiszpanii (padający żołnierz). Capa, współtwórca agencji Magnum (wraz z Bressonem) uważany jest za ojca fotografii wojennej - choć istniały znacznie wcześniejsze zapisy fotograficzne działań wojennych. Sam zginął w trakcie wojny w Wietnamie z aparatem contax w ręku, gdy wszedł na minę."
2020-12-20,"Fotografia: Zapomnianą matką fotografii wojennej jest Gerda Taro. Postać niezwykle ważna dla Roberta Capy, z którym współpracowała wiele lat. Była współautorką albumu ""Death in the Making"" poświęconego wojnie domowej w Hiszpanii, a nawet przypisuje się jej autorstwo zdjęcia padającego żołnierza. Jest to mało prawdopodobna, jednak nie bezpodstawna teoria. Będąca Żydówką Polka i będący Węgrem Żyd używali przybranych nazwisk aby walczyć z uprzedzeniami na tle antysemityzmu. Był to pomysł Pohorylle (prawdziwe nazwisko Taro), która obserwując rynek zaproponowała Friedmannowi przyjęcie nazwiska Capa i udawanie Amerykanina. Aby jednak walczyć z uprzedzeniami na tle płciowym, wielokrotnie publikowała swoje prace pod nazwiskiem Capy. Stąd też krążące przekonanie, że Taro była żoną Capy - w rzeczywistości doszło do oświadczyn, które odrzuciła. Zginęła na froncie, gdy czołg pozbawiony kontroli wjechał w jej ciężarówkę. "
2020-12-21,"Fotografia: Dorothea Lange, autorka zdjęcia ""matki tułaczki"", zasługuje na szczególną uwagę każdego, kto interesuje się historią XX wieku. Jednym z wielkich projektów fotograficznych był zapis socjologiczny zlecony przez Farm Security Administration. Ta agencja rządowa zleciła dokumentację USA w dobie Wielkiego Kryzysu. Powstało wtedy ogromne repozytorium zdjęć, autorstwa wielu ważnych dla historii fotografów. Cenne źródło wiedzy historycznej, socjologicznej i inspiracji dla fotografów. Wśród setek tysięcy klatek, jej ujęcia mają szczególną siłę."
2020-12-22,"Fotografia: Susan Sontag - krytyczka, pisarka, odważna aktywistka społeczna i partnerka Annie Leibovitz. Jej zbiór esejów ""O Fotografii"" z 1977r do dziś pozostaje jedną z najważniejszych prac na temat fotografii. Książka nie tylko do dziś pozostaje aktualna, ale poniekąd prorocza. Czy w 1977r dało się przewidzieć źródło popularności Instagrama lub istnienie ""patostreamów""?"
2020-12-23,"Fotografia: Ogromny wpływ Francji na fotografię jest faktem. Nie dziwi więc, że kolejnym niezmiernie ważnym teoretykiem jest Francuz, Roland Barthes. Co może dziwić to fakt, że on również nie był fotografem. Był za to znakomitym krytykiem i semiotykiem, a jego ""Światło obrazu"" weszło do kanonu teorii fotografii. Tytuł jest też nazwą pewnej koncepcji, która tłumaczy fenomeny fotografii i relacji zdjęcie-odbiorca."
2020-12-24,"Fotografia: Fotografia to system manipulacji wzrokowej. W gruncie rzeczy polega ona na ujęciu w kadr fragmentu stożka widzenia, kiedy już jest się w odpowiednim miejscu i w odpowiednim czasie. Podobnie jak gra w szachy lub pisarstwo, polega ona na dokonaniu właściwego wyboru spośród danych możliwości, tyle że w przypadku fotografii ich liczba jest nieskończona."" Słowa te wypowiedział John Szarkowski - fotograf, krytyk i teoretyk fotografii, dyrektor departamentu fotografii Museum of Modern Art (MoMA) i odkrywca wielu talentów fotograficznych, które zapisały się w historii wizualnej świata."
2020-12-25,"Fotografia: Zdzisław Beksiński jest postacią obrośniętą legendą. Poza malarstwem i tragicznymi losami jego rodziny mało znane pozostają jego fascynacje techniczne i fotograficzne. W filmie ""Ostatnia rodzina"" została pokazana jego pasja nagrywania, głównie video, oraz zamiłowanie do eksperymentów z taśmami magnetofonowymi. Jednak pominięta została jego działalność fotograficzna, która była szczególnie istotna na początku jego twórczości. Szybko jednak ją porzucił uważając, że na jej polu osiągnął już wszystko."
2020-12-26,"Fotografia: Przez lata standardem były aparaty wielkoformatowe, oferujące najwyższą jakość i kontrolę nad obrazem. Niesamowita ostrość detali na starych (mających często ponad sto lat) zdjęciach, wynika z tego, że do papieru fotograficznego przykładano wielkoformatowe negatywy. Są to więc odbitki, nie powiększenia, a ich jakość jest w zasadzie równa materiałowi wyjściowemu. "
2020-12-27,"Fotografia: Początki fotografii wiązały się przede wszystkim z targaniem nieprzebranych ilości sprzętu i chemikaliów. Zdjęcia należało naświetlić i wywołać właściwie natychmiast - zwłaszcza w technikach oparty na eterze. Aby uczynić fotografię bardziej nadającą się do wykorzystania w prasie, a także bardziej niezależną od warunków, wprowadzano coraz  mniejsze formaty. W pewnym momencie ""mobilnym"" standardem były aparaty na film cięty 4x5 cali. Wciąż ważyły wiele kilogramów, zwłaszcza z dodatkowymi akcesoriami (spaleniowe lampy błyskowe), ale były uniwersalne i nie wymagały statywu i worka magnezji. Od fotografa wymagały jedynie krzepy i kieszeni pełnej żarówek. Potem pojawiały się mniejsze formaty  - oczywiście przodował w tym Kodak, który dał światu błony zwojowe. Trzeba jednak zaznaczyć, że każdy mniejszy format był witany z entuzjazmem amatorów i niechęcią wśród zawodowców. Uważano wręcz, że w pewnych dziedzinach (reklama, moda) fotografowanie na ""średnich formatach"" jest nietaktem. W końcu klient za to płaci! Z czasem mówiono tak o coraz mniejszych formatach."
2020-12-28,"Fotografia: Z pomocą fotografii przyszła niespodziewanie kinematografia. Najpopularniejszy format wszechczasów, perforowane filmy typu 135 (tak zwane 35mm), to produkt stworzony dla kinematografii. Oczywiście głównie za sprawą Kodaka, który do dnia dzisiejszego jest liderem w tej dziedzinie. Na potrzeby planów filmowych i testowania oświetlenia przydałyby się jednak proste aparaty, potrafiące robić pojedyncze zdjęcia, przetestować różne warianty ekspozycji i światła. W dodatku, każda partia filmów różniła się od siebie czułością! Gdyby tak można było sprawdzić to przed zużyciem 60m drogiego materiału... Tak właśnie poznaliśmy historię narodzin marki Leica. Aparatów, które nie tylko stały się legendą, ale także dokonały rewolucji w reportażu, fotografii prasowej i fotografii amatorskiej."
2020-12-29,"Fotografia: Pierwsi fotografowie często ulegali zatruciu. Większość procesów oparta była o skrajnie toksyczną chemię, gdzie absolutny prym wiedzie rtęć czy dwuchromiany. Popularna niegdyś technika gumy arabskiej, dziś wykorzystywana w fotografii artystycznej, jest zwyczajnie rakotwórcza. Podobny problem dotyczy...Polaroidów. Wraz z plajtą przepadły cenne maszyny i tajny przepis na idealny film natychmiastowy. Prace inżynierii wstecznej napotkały niespodziewaną przeszkodę: wiele użytych substancji zostało zakazanych jako rakotwórcze i/lub mutagenne. Choć proces wywołania zdjęć zachodzi wewnątrz odbitki, od współczesnych materiałów wymaga się znacznie wyższego profilu bezpieczeństwa."
2020-12-30,"Fotografia: W czasach początków fotografii cyfrowej problemem nie była rejestracja obrazu, lecz jego zapis. W końcu od lat potrafiono rejestrować i nadawać obraz na cały świat za pomocą TV, a miniaturyzacja niezbędnej elektroniki była kwestią czasu. Konstrukcje mechaniczne były już gotowe - doskonałe aparaty analogowe Nikona były gotowe do przerobienia. W pewnym momencie ktoś w laboratorium Kodaka wpadł na pomysł, żeby obraz zapisać na taśmie magnetofonowej. Fani VHS i starych gier nie są zaskoczeni ponieważ wiedzą, że to doskonały (pojemny) nośnik danych. Pojawiały się nawet konstrukcje zapisujące obraz na dyskietkach! I tu właściwa ciekawostka - fotografia analogowa jaką znamy, to błędna nazwa. Rozróżnienie na sygnał analogowy i cyfrowy dotyczy elektroniki, natomiast fotografia ""analogowa"" została tak nazwana jedynie dla odróżnienia od nowej fotografii ""cyfrowej"". Jednak sygnał zapisany na taśmie był jak najbardziej analogowy, w związku z czym ""fotografia analogowa"" faktycznie miałą okazję zaistnieć."
2020-12-31,"Fotografia: Na gruncie kognitywizmu można odróżnić percepcję i rozumienie fotografii. Percepcja jest to poziom zależny od zdolności fizycznych fotografii. Zaburzenia percepcji wiążą się z wadami lub utratą wzroku, jednak generalnie można uznać, że ""jaka fotografia jest każdy widzi"". Oczywiście pomijając zaburzenia intelektualne lub psychiczne, na odbiór (rozumienie) obrazu ogromny wpływ ma kultura i wytworzone przez nią kody kulturowe. Istnieją jednak ciekawe zjawiska ""pomiędzy"", gdy w wyniku wytworzonych fizycznych nawyków wizualnych zmienia się poziom zrozumienia obrazu. Przykładem może być nawyk czytania, który zależnie od języka może być praktykowany w różnym kierunku. Efektem jest zmiana kierunku ""czytania"" wzrokiem obrazu, a więc i kolejności zawartych na niej elementów. Umieszczona na środku kadru figura piłki będzie ""poruszać"" się w innym kierunku zależnie od naszego pochodzenia. W którym kierunku porusza się piłka dla osoby niepiśmiennej?"